,DATE,NUMARTS,COUNTS,THEMES,LOCATIONS,PERSONS,ORGANIZATIONS,TONE,CAMEOEVENTIDS,SOURCES,SOURCEURLS
272,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;DELAY;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_SPOKESPERSON;AFFECT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;CYBER_ATTACK;WB_670_ICT_SECURITY;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_MANAGER;EPU_CATS_MIGRATION_FEAR_MIGRATION;TRANSPARENCY;PROTEST;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;richard rocha;jeff bezos;servaas verbiest,instagram;google;yale law school;amazon web services;ibm;associated press;microsoft;synergy research group;facebook;sungard availability services;akamai;cnn;oracle;new york times;netflix;disney;national security agency,"-4.23280423280423,1.19047619047619,5.42328042328042,6.61375661375661,21.031746031746,0.793650793650794","1018201760,1018105590",nbcnews.com,https://www.nbcnews.com/tech/internet/amazon-aws-outage-web-services-struggled-rcna8110
273,20211208,1,"AFFECT#20#apps#2#Alaska, United States#US#USAK#61.385#-152.268#AK;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_ECONOMY_HISTORIC;AFFECT;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;SHORTAGE;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_DIRECTOR;MANMADE_DISASTER_IMPLIED;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TECH_AUTOMATION;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US;1#United Kingdom#UK#UK#54#-4#UK;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;doug madory;richard rocha;jeff bezos;morgan durrant;andy jassy;carl malamud;scott vazin,google;instagram;amazon web services;toyota;associated press;microsoft;facebook;mcdonald;synergy research;jetblue;kentik inc;cnn;united states;exchange commission;delta air lines;new york times;infrastructure security agency;netflix;disney,"-4.21313506815366,1.23915737298637,5.45229244114002,6.69144981412639,21.1895910780669,0.619578686493185","1018076690,1018076703,1018076705,1018076710,1018037801,1018077318",timesnews.net,https://www.timesnews.net/ap/business/major-outage-at-amazon-disrupts-businesses-across-u-s/article_c999172e-fac4-5bc0-b7a7-3e1d7dc2cd61.html
274,20211208,1,,EPU_ECONOMY_HISTORIC;AFFECT;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_SPECIALIST;MEDIA_SOCIAL;TAX_FNCACT_BOSS;WB_694_BROADCAST_AND_MEDIA;,1#United States#US#US#39.828175#-98.5795#US,parag agrawal,amazon web services;twitter;disney;united states,"-1.12994350282486,1.12994350282486,2.25988700564972,3.38983050847458,18.0790960451977,0.564971751412429",,courthousenews.com,https://www.courthousenews.com/customers-hit-by-amazon-cloud-outage/
279,20211208,2,,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_LEADERS;USPEC_POLITICS_GENERAL1;TREASON;EPU_POLICY;EPU_POLICY_WHITE_HOUSE;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CHIEF_OF_STAFF;TAX_FNCACT_CHIEF_OF_STAFF;GENERAL_GOVERNMENT;EPU_POLICY_CONGRESS;TRIAL;TAX_FNCACT_LAWYER;TAX_FNCACT_ATTORNEY;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_JUDGE;GENERAL_HEALTH;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;TAX_DISEASE;TAX_DISEASE_COVID-19;TAX_FNCACT_EMPLOYEES;CRISISLEX_CRISISLEXREC;KILL;ARREST;SOC_GENERALCRIME;CRISISLEX_C07_SAFETY;TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;TAX_FNCACT_OFFICIAL;MEDIA_MSM;TAX_FNCACT_JOURNALIST;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES_TURKISH;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACIST;DISCRIMINATION_LGBT;DISCRIMINATION_LGBT_ANTIGAY;TAX_FNCACT_LAWYERS;TAX_FNCACT_ACTOR;SECURITY_SERVICES;TAX_FNCACT_POLICE;,"2#Georgia, United States#US#USGA#32.9866#-83.6487#GA;4#Paris, France (General), France#FR#FR00#48.8667#2.33333#-1456928;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;1#Saudi Arabia#SA#SA#25#45#SA;4#Riyadh, Ar Riya?, Saudi Arabia#SA#SA10#24.6408#46.7728#-3093009;1#France#FR#FR#46#2#FR;3#Chicago, Illinois, United States#US#USIL#41.85#-87.6501#423587;1#Turkey#TU#TU#39.059012#34.911546#TU",khalid aedh al-otaibi;jamal khashoggi;donald trump;doug madory;joe biden;r stan baker;mark meadows;george terwilliger,amazon web services;white house;associated press;s district court;kentik inc,"-8.29383886255924,1.65876777251185,9.95260663507109,11.6113744075829,23.696682464455,0","1018084124,1018084125,1018078042,1018050495,1018084243,1018084423,1018084424,1018084425,1018058530,1018084427,1018074036,1018084651,1018084652,1018053610,1018084653,1018084654,1018053611,1018084124,1018084125,1018078042,1018050495,1018084243,1018084423,1018084424,1018084425,1018058530,1018084427,1018074036,1018084651,1018084652,1018053610,1018084653,1018084654,1018053611",journalgazette.net;journalgazette.net,https://www.journalgazette.net/news/20211208/outage-takes-out-amazon-service<UDIV>https://journalgazette.net/news/20211208/outage-takes-out-amazon-service
280,20211208,1,,WB_2416_INTERNET_OF_THINGS;WB_2399_ICT_INNOVATION_AND_TRANSFORMATION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;AFFECT;TAX_FNCACT;TAX_FNCACT_ASSISTANT;TAX_FNCACT_OFFICIAL;MEDIA_SOCIAL;WB_678_DIGITAL_GOVERNMENT;WB_2943_SWITCHES;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;,1#United States#US#US#39.828175#-98.5795#US,chris ratcliffe bloomberg,amazon web services;twitter;walt disney co;united states,"-3.87931034482759,1.29310344827586,5.17241379310345,6.46551724137931,21.1206896551724,0",,businessmirror.com.ph,https://businessmirror.com.ph/2021/12/08/how-amazon-outage-left-smart-homes-not-so-smart-after-all/
283,20211208,1,"AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;PROTEST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;MOVEMENT_GENERAL#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;TAX_FNCACT_ACTIVIST#2014#Carl Malamud said#2#Alaska, United States#US#USAK#61.385#-152.268#AK;",EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;MANMADE_DISASTER_IMPLIED;SOC_EXPRESSREGRET;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;richard rocha;carl malamud;scott vazin,amazon web services;toyota;associated press;jetblue;kentik inc;exchange commission;delta air lines;infrastructure security agency;netflix;disney;facebook;mcdonald,"-3.60655737704918,1.80327868852459,5.40983606557377,7.21311475409836,21.6393442622951,0.819672131147541","1018058301,1018036643,1018036680,1018036683,1018037801,1018038102,1018059102",newsandtribune.com,https://www.newsandtribune.com/cnhi_network/major-outage-hits-amazon-web-services-many-sites-affected/article_b6fee5cc-57d4-11ec-aceb-37bf6aa6658f.html
285,20211208,1,,TAX_FNCACT;TAX_FNCACT_CULPRIT;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;AFFECT;MEDIA_SOCIAL;SHORTAGE;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;CRISISLEX_T11_UPDATESSYMPATHY;,"1#United States#US#US#39.828175#-98.5795#US;3#Chicago, Illinois, United States#US#USIL#41.85#-87.6501#423587",carl prouty;joe stefani,netflix;facebook;disney;mcdonald;abt electronics,"-2.34604105571847,0.879765395894428,3.2258064516129,4.10557184750733,18.7683284457478,1.75953079178886",,fox32chicago.com,https://www.fox32chicago.com/news/aws-outage-causes-major-issues-for-local-businesses
287,20211208,1,AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;,MANMADE_DISASTER_IMPLIED;URBAN;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;EPU_ECONOMY_HISTORIC;AFFECT;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;TAX_FNCACT_DRIVERS;SHORTAGE;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_DIRECTOR;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;SOC_POINTSOFINTEREST_HEADQUARTERS;TECH_AUTOMATION;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;WB_694_BROADCAST_AND_MEDIA;EPU_CATS_REGULATION;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US;1#United Kingdom#UK#UK#54#-4#UK;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;ted s warren;doug madory;richard rocha;jeff bezos;damian dovarganes;morgan durrant;andy jassy;carl malamud;scott vazin,google;instagram;amazon web services;toyota;associated press;microsoft;facebook;mcdonald;synergy research;jetblue;kentik inc;cnn;exchange commission;delta air lines;new york times;infrastructure security agency;netflix;disney,"-4.32658757850663,1.67480809490579,6.00139567341242,7.67620376831821,23.1681786461968,0.907187718073971","1018076690,1018076705,1018076710,1018037801,1018077318",techxplore.com,https://techxplore.com/news/2021-12-major-outage-amazon-disrupts-businesses.html
288,20211208,1,AFFECT#20#apps#1#United States#US#US#39.828175#-98.5795#US;,MANMADE_DISASTER_IMPLIED;URBAN;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;EPU_ECONOMY_HISTORIC;AFFECT;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FNCACT_TECHNOLOGIST;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;CRISISLEX_CRISISLEXREC;MEDIA_SOCIAL;MEDIA_MSM;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;SHORTAGE;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_DIRECTOR;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;TAX_FNCACT_SPOKESMAN;TAX_FNCACT_DEALER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TECH_AUTOMATION;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United States#US#US#39.828175#-98.5795#US;1#United Kingdom#UK#UK#54#-4#UK;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;ted s warren;doug madory;richard rocha;jeff bezos;morgan durrant;andy jassy;carl malamud;leesa dahl;scott vazin,google;instagram;amazon web services;toyota;associated press;microsoft;facebook;mcdonald;synergy research;jetblue;kentik inc;cnn;exchange commission;delta air lines;new york times;infrastructure security agency;netflix;disney,"-4.18326693227092,1.19521912350598,5.37848605577689,6.57370517928287,21.4143426294821,0.597609561752988","1018036643,1018076689,1018036680,1018090579,1018076709,1018076710,1018076911,1018039165,1018037801,1018077317",winnipegfreepress.com,https://www.winnipegfreepress.com/arts-and-life/life/sci_tech/major-outage-at-amazon-disrupts-businesses-across-the-us-575880472.html
290,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;DELAY;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_SPOKESPERSON;AFFECT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CYBER_ATTACK;WB_670_ICT_SECURITY;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_MANAGER;EPU_CATS_MIGRATION_FEAR_MIGRATION;TRANSPARENCY;PROTEST;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;richard rocha;jeff bezos;servaas verbiest,google;instagram;yale law school;amazon web services;ibm;associated press;microsoft;synergy research group;facebook;sungard availability services;akamai;oracle;cnn;new york times;netflix;disney;national security agency,"-4.1025641025641,1.15384615384615,5.25641025641026,6.41025641025641,20.7692307692308,0.769230769230769","1018201760,1018105590",wishtv.com,https://www.wishtv.com/news/what-caused-amazons-outage-will-there-be-more/
291,20211208,1,"AFFECT#20#apps#3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SHORTAGE;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_DEALER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_POLICY_WHITE_HOUSE;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;SOC_USSECURITYAGENCIES;TAX_FNCACT_GUIDE;,"1#United States#US#US#39.828175#-98.5795#US;3#White House, District Of Columbia, United States#US#USDC#38.8951#-77.0364#531871",doug madory;scott vazin,google;department of homeland security;amazon web services;toyota;white house;associated press;kentik inc;infrastructure security agency;netflix;disney;mcdonald,"-3.11111111111111,1.33333333333333,4.44444444444444,5.77777777777778,22.8888888888889,0.666666666666667",1018038101,delawareonline.com,https://www.delawareonline.com/story/tech/2021/12/07/amazon-web-services-outage-impacts-google-fidelity-capital-one/6419782001/
293,20211208,1,,TAX_FNCACT;TAX_FNCACT_WORKERS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;USPEC_UNCERTAINTY1;SHORTAGE;CRISISLEX_C07_SAFETY;EPU_CATS_ENTITLEMENT_PROGRAMS;AFFECT;TAX_FNCACT_SPOKESPERSON;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_DRIVERS;WB_1156_MONITORING_AND_EVALUATION_SYSTEMS;WB_695_POVERTY;WB_706_EVIDENCE_BASED_POLICY;,"2#Virginia, United States#US#USVA#37.768#-78.2057#VA",richard rocha;angela lang,google;amazon web services;twitter;us social security administration;disney;mcdonald;barclays;ticketmaster,"-2.10526315789474,0.526315789473684,2.63157894736842,3.15789473684211,20.7017543859649,0.87719298245614",,msn.com,https://www.msn.com/en-us/news/technology/aws-outage-throws-a-wrench-in-amazon-warehouse-operations-takes-down-websites/ar-AARzzrw
294,20211208,2,"AFFECT#20##2#Alaska, United States#US#USAK#61.385#-152.268#AK;",WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;AFFECT;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_672_NETWORK_MANAGEMENT;SHORTAGE;TAX_FNCACT_SPOKESMAN;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_DEALER;EPU_ECONOMY_HISTORIC;TECH_AUTOMATION;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;CYBER_ATTACK;WB_670_ICT_SECURITY;CRISISLEX_C07_SAFETY;,"1#United States#US#US#39.828175#-98.5795#US;2#Alaska, United States#US#USAK#61.385#-152.268#AK",brian parrish;morgan durrant;doug madory;scott vazin,amazon web services;toyota;associated press;jetblue;kentik inc;delta air lines;infrastructure security agency;netflix;disney;mcdonald,"-2.40480961923848,2.20440881763527,4.60921843687375,6.81362725450902,22.6452905811623,0.601202404809619","1018036643,1018036680,1018036683,1018037801,1018038102,1018036643,1018036680,1018036683,1018037801,1018038102",wbtmdanville.com;wakg.com,https://www.wbtmdanville.com/2021/12/07/amazon-web-services-down-for-majority-of-tuesday/<UDIV>https://www.wakg.com/2021/12/07/amazon-web-services-down-for-majority-of-tuesday/
296,20211208,1,"AFFECT#1#Amazon US East#2#New York, United States#US#USNY#42.1497#-74.9384#NY;",CRIME_COMMON_ROBBERY;TAX_FNCACT;TAX_FNCACT_THIEVES;DELAY;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_1160_SHOCKS_AND_VULNERABILITY;WB_695_POVERTY;TAX_FNCACT_SPOKESPERSON;AFFECT;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_FNCACT_CEO;TAX_FNCACT_FOUNDER;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;CYBER_ATTACK;WB_670_ICT_SECURITY;TAX_FNCACT_LECTURER;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;UNGP_FORESTS_RIVERS_OCEANS;SHORTAGE;MEDIA_SOCIAL;TAX_FNCACT_EVANGELIST;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_DISRUPTIVE;INTERNET_BLACKOUT;TAX_FNCACT_DISTRIBUTOR;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;EPU_ECONOMY_HISTORIC;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_MANAGER;EPU_CATS_MIGRATION_FEAR_MIGRATION;TRANSPARENCY;PROTEST;TAX_FNCACT_WRITER;TAX_FNCACT_MERCHANT;,"2#New York, United States#US#USNY#42.1497#-74.9384#NY;1#United Kingdom#UK#UK#54#-4#UK",andy jassy;sean obrien;richard rocha;jeff bezos;servaas verbiest,google;instagram;yale law school;amazon web services;ibm;associated press;microsoft;synergy research group;facebook;sungard availability services;akamai;oracle;cnn;new york times;netflix;disney;national security agency,"-3.96530359355638,1.11524163568773,5.08054522924411,6.19578686493185,21.0656753407683,0.867410161090459","1018201760,1018105590,1018202638",nbcwashington.com,https://www.nbcwashington.com/news/national-international/explainer-what-caused-amazons-outage-will-there-be-more/2904583/
298,20211208,1,,WB_678_DIGITAL_GOVERNMENT;WB_674_SHARED_INFRASTRUCTURE;WB_667_ICT_INFRASTRUCTURE;WB_676_CLOUD_COMPUTING;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_RETAILER;,"2#Maine, United States#US#USME#44.6074#-69.3977#ME",,amazon web services;disney,"-1.85758513931889,1.54798761609907,3.40557275541796,4.95356037151703,21.671826625387,4.3343653250774",,bigcountry969.com,https://bigcountry969.com/amazon-web-services-problem-causes-widespread-outage/
