word,pre_ai_mean,post_ai_mean,diff,abs_diff
31,0.00170897690077772,0.0016399932474980478,-6.898365327967222e-05,6.898365327967222e-05
32,0.0008227958113805412,0.0028775004385405956,0.0020547046271600544,0.0020547046271600544
35,0.0013991513230076835,0.0018167607351132489,0.0004176094121055654,0.0004176094121055654
350,0.002297822985311355,0.00042447854388127714,-0.0018733444414300777,0.0018733444414300777
36,0.0012668941703896004,0.0016820418794500996,0.00041514770906049916,0.00041514770906049916
365,0.0,0.002029311210791988,0.002029311210791988,0.002029311210791988
37,0.0025832799250216877,0.0017655925996246686,-0.0008176873253970191,0.0008176873253970191
38,0.0010763026424245854,0.0010290396974487086,-4.72629449758768e-05,4.72629449758768e-05
39,0.00021182904030022404,0.0009616116603060868,0.0007497826200058628,0.0007497826200058628
40,0.002151557779585929,0.0034702455326770312,0.0013186877530911023,0.0013186877530911023
40 years,0.0,0.0010645389676509883,0.0010645389676509883,0.0010645389676509883
400,0.001451971831315978,0.0021751021137523495,0.0007231302824363716,0.0007231302824363716
42,0.0,0.001951188517488274,0.001951188517488274,0.001951188517488274
43,0.0008599563210184583,0.001309531312534222,0.0004495749915157638,0.0004495749915157638
45,0.0019526437141521495,0.0021999250709017234,0.0002472813567495739,0.0002472813567495739
45 minutes,0.0008932093266540851,0.0007598142784249036,-0.00013339504822918152,0.00013339504822918152
46,0.0017696979305393003,0.0010174312917330508,-0.0007522666388062496,0.0007522666388062496
47,0.0007919764007567475,0.001176038537028278,0.00038406213627153064,0.00038406213627153064
48,0.00035851038646582184,0.0013383023915033545,0.0009797920050375326,0.0009797920050375326
49,0.0018222921743876056,0.0009571476446023848,-0.0008651445297852208,0.0008651445297852208
4bn,0.0004901333962053287,0.0021096070057566394,0.0016194736095513106,0.0016194736095513106
4tn,0.0,0.0015247351408841957,0.0015247351408841957,0.0015247351408841957
50,0.006352511053733199,0.003854001991132068,-0.002498509062601131,0.002498509062601131
500,0.004010459191689467,0.0030612956321662025,-0.0009491635595232648,0.0009491635595232648
500m,0.0015163413717082272,0.0017717831038084131,0.00025544173210018594,0.00025544173210018594
52,0.0011490909377313598,0.0004107004909401779,-0.0007383904467911819,0.0007383904467911819
55,0.001723711289377978,0.0005358755753630752,-0.0011878357140149027,0.0011878357140149027
58,0.0019081442756585017,0.0007921783505275377,-0.001115965925130964,0.001115965925130964
59,0.0010634153693102311,0.0007030239708645993,-0.0003603913984456318,0.0003603913984456318
5bn,0.0023662408423943656,0.001563076436230598,-0.0008031644061637676,0.0008031644061637676
5m,0.0025906136824814094,0.004419941216162691,0.0018293275336812818,0.0018293275336812818
5m devices,0.0,0.002767636042520538,0.002767636042520538,0.002767636042520538
5pm,0.0025507983362808946,0.00040846531970502715,-0.0021423330165758676,0.0021423330165758676
5tn,0.0015662612402714184,0.0008888001957300006,-0.0006774610445414178,0.0006774610445414178
60,0.0030037679580697477,0.001444307142625667,-0.0015594608154440807,0.0015594608154440807
600,0.0008030723169143812,0.0015655492966516519,0.0007624769797372707,0.0007624769797372707
65,0.0013901424355417021,0.000983159457062822,-0.00040698297847888013,0.00040698297847888013
66,0.0010222788742035157,0.0010598665300477325,3.7587655844216776e-05,3.7587655844216776e-05
6bn,0.003029029308491638,0.0020453994563382153,-0.0009836298521534227,0.0009836298521534227
6m,0.002038003637463733,0.0009741519065873457,-0.0010638517308763872,0.0010638517308763872
70,0.004029354253014641,0.0010118935509918102,-0.003017460702022831,0.003017460702022831
75,0.0019215341832925482,0.0005809230864742346,-0.0013406110968183136,0.0013406110968183136
7bn,0.001670244597547,0.0018261961559775538,0.00015595155843055384,0.00015595155843055384
80,0.0008357285218940397,0.0026151128041454258,0.001779384282251386,0.001779384282251386
88,0.0016849748571564883,0.0004576526860273649,-0.0012273221711291233,0.0012273221711291233
8bn,0.0,0.0029086121333772837,0.0029086121333772837,0.0029086121333772837
90,0.0030963947419251946,0.003352958261187019,0.00025656351926182453,0.00025656351926182453
911,0.0,0.0019469355299400564,0.0019469355299400564,0.0019469355299400564
95,0.002265771606701125,0.0013233956690459478,-0.0009423759376551771,0.0009423759376551771
99,0.002177483150015837,0.002606794664148939,0.0004293115141331019,0.0004293115141331019
999,0.0007180945712003516,0.0017461415662200816,0.00102804699501973,0.00102804699501973
9bn,0.000506936302727397,0.0011325390632656984,0.0006256027605383013,0.0006256027605383013
abandon,0.0014508955217983558,0.0008090718770243261,-0.0006418236447740298,0.0006418236447740298
abandoned,0.00022826278711679437,0.001702204611009444,0.0014739418238926495,0.0014739418238926495
abc,0.004275539938622964,0.002107046614677076,-0.002168493323945888,0.002168493323945888
ability,0.003950809011983557,0.0030279626187725145,-0.0009228463932110425,0.0009228463932110425
able,0.007215822304515253,0.009038077355969013,0.0018222550514537606,0.0018222550514537606
abnormal,0.0006921588553497377,0.0006559271692316041,-3.623168611813351e-05,3.623168611813351e-05
abortion,0.00337612005523397,0.005189516934045405,0.0018133968788114352,0.0018133968788114352
abroad,0.0010154533491505543,0.00109675164073685,8.129829158629574e-05,8.129829158629574e-05
absence,0.0019274722045524023,0.0006992379670081803,-0.001228234237544222,0.001228234237544222
absolute,0.0002812228291496276,0.0010685430496444666,0.000787320220494839,0.000787320220494839
absolutely,0.002241760131938785,0.002328882202177104,8.712207023831887e-05,8.712207023831887e-05
absorb,0.0028714511604811133,0.0,-0.0028714511604811133,0.0028714511604811133
